,Dataset Name,"Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 450 with random sample rate of 0.15 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 2250 with random sample rate of 0.15 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 4500 with random sample rate of 0.15 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 6750 with random sample rate of 0.15 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 9000 with random sample rate of 0.15 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 11250 with random sample rate of 0.15 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 13500 with random sample rate of 0.15 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 15750 with random sample rate of 0.15 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 18000 with random sample rate of 0.15 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 20250 with random sample rate of 0.15 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 22500 with random sample rate of 0.15 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 450 with random sample rate of 0.15 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 2250 with random sample rate of 0.15 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 4500 with random sample rate of 0.15 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 6750 with random sample rate of 0.15 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 9000 with random sample rate of 0.15 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 11250 with random sample rate of 0.15 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 13500 with random sample rate of 0.15 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 15750 with random sample rate of 0.15 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 18000 with random sample rate of 0.15 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 20250 with random sample rate of 0.15 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 22500 with random sample rate of 0.15 Solution Time"
14,ER_700_800_0.05_17,93,95,98,95,93,99,93,92,96,96,96,30.026050090789795,30.01491403579712,30.01352286338806,30.028271913528442,30.011023998260498,30.012868881225586,30.0117290019989,30.012784957885742,30.021021127700806,30.022271156311035,30.048743963241577
15,ER_700_800_0.05_0,95,93,95,97,98,95,94,93,95,100,97,30.014568090438843,30.026094913482666,30.010622024536133,30.031351804733276,30.00947904586792,30.01927089691162,30.022867918014526,30.024583101272583,30.011122941970825,30.012545108795166,30.019318103790283
16,ER_700_800_0.05_31,98,96,101,97,96,99,99,98,96,101,97,30.025101900100708,30.041688919067383,30.013219118118286,30.015333890914917,30.02052092552185,30.048655033111572,30.039904832839966,30.02468204498291,30.015507221221924,30.00853705406189,30.020763874053955
17,ER_700_800_0.05_21,95,97,95,98,97,95,100,100,96,96,96,30.020448923110962,30.01081609725952,30.026976108551025,30.025064945220947,30.012480974197388,30.02063488960266,30.02336311340332,30.0098979473114,30.065489053726196,30.032577991485596,30.02816605567932
18,ER_700_800_0.05_5,99,97,99,96,98,96,98,98,100,100,97,30.0140860080719,30.016862869262695,30.009161949157715,30.014014959335327,30.011414051055908,30.011285066604614,30.01078701019287,30.00877809524536,30.014775037765503,30.010859966278076,30.00989580154419
19,ER_700_800_0.05_24,94,96,99,99,95,98,98,95,95,95,94,30.022001028060913,30.021899938583374,30.024801015853882,30.017940044403076,30.022346019744873,30.008830070495605,30.018023014068604,30.00960111618042,30.011415004730225,30.017189979553223,30.016615867614746
20,ER_700_800_0.05_12,95,91,93,93,96,96,93,96,94,95,98,30.029897928237915,30.018476963043213,30.020512104034424,30.011645078659058,30.011714935302734,30.022000074386597,30.025334119796753,30.010786056518555,30.029677152633667,30.011466026306152,30.01185393333435
21,ER_700_800_0.05_13,95,96,93,96,93,95,93,95,98,96,98,30.020299911499023,30.012474060058594,30.01652693748474,30.012277841567993,30.016577005386353,30.013447046279907,30.02485704421997,30.011724948883057,30.020047903060913,30.020416975021362,30.017999172210693
22,ER_700_800_0.05_4,104,100,100,97,97,96,100,97,99,101,99,30.01096796989441,30.015034914016724,30.022019147872925,30.02516484260559,30.009817123413086,30.012799978256226,30.009560108184814,30.010356903076172,30.009944915771484,30.028762102127075,30.02389883995056
23,ER_700_800_0.05_25,99,96,96,97,99,96,100,99,95,97,95,30.011907815933228,30.00895404815674,30.02147102355957,30.01156497001648,30.022865056991577,30.022153854370117,30.045773029327393,30.023935079574585,30.017645120620728,30.02848482131958,30.031074047088623
24,ER_700_800_0.05_11,93,94,97,96,94,98,96,97,95,97,93,30.010127067565918,30.014614820480347,30.010440826416016,30.012022972106934,30.023475885391235,30.010523080825806,30.02240490913391,30.0226149559021,30.027102947235107,30.012960195541382,30.01206684112549
25,ER_700_800_0.05_18,96,93,92,98,94,95,95,96,95,96,95,30.029340028762817,30.022324085235596,30.03139305114746,30.069911003112793,30.12946891784668,30.021610021591187,30.021154165267944,30.027122974395752,30.078473806381226,30.087714910507202,30.019496202468872
26,ER_700_800_0.05_27,95,95,95,95,96,93,95,95,93,97,95,30.021490812301636,30.011240005493164,30.033384084701538,30.023760080337524,30.061707019805908,30.015238046646118,30.010439157485962,30.02537703514099,30.035130977630615,30.09880304336548,30.049216985702515
27,ER_700_800_0.05_6,96,96,97,101,98,97,99,96,99,101,97,30.455819129943848,30.087878942489624,30.075212001800537,30.188442945480347,30.014739990234375,30.022188901901245,30.025799989700317,30.0239839553833,30.14722990989685,30.02535104751587,30.133949041366577
28,ER_700_800_0.05_19,93,94,93,94,94,95,96,98,97,93,96,30.026259183883667,30.01751685142517,30.028913974761963,30.018583059310913,30.01760506629944,30.021780967712402,30.062354803085327,30.021787881851196,30.041441202163696,30.025738954544067,30.12046504020691
29,ER_700_800_0.05_26,95,97,96,100,97,101,98,97,96,97,101,30.345786809921265,30.031028985977173,30.034689903259277,30.041411876678467,30.02056121826172,30.00524115562439,30.02439284324646,30.028818130493164,30.113412141799927,30.020805835723877,30.043537855148315
30,ER_700_800_0.05_7,96,100,99,100,97,100,97,97,95,98,98,30.207844018936157,30.02751111984253,30.033047914505005,30.03365182876587,30.47834014892578,30.029292106628418,30.185575008392334,30.04650592803955,30.02443504333496,30.030462980270386,30.046635150909424
31,ER_700_800_0.05_10,93,96,95,97,92,96,95,94,94,92,94,30.01164698600769,30.01246690750122,30.016875982284546,30.061705827713013,30.02619981765747,30.033316135406494,30.027684926986694,30.05640411376953,30.055794954299927,30.022557020187378,30.10491108894348
32,ER_700_800_0.1_1,55,54,56,56,56,58,54,56,56,55,57,30.023149967193604,30.44176483154297,30.153389930725098,30.404294967651367,30.02871799468994,30.26503610610962,30.079144954681396,30.186656951904297,30.192903995513916,30.02231502532959,30.08951210975647
33,ER_700_800_0.1_12,55,54,55,56,56,56,55,56,58,55,53,30.17827296257019,30.087785005569458,30.153638124465942,30.02662205696106,30.160309076309204,30.330748081207275,30.187899827957153,30.154472827911377,30.560487031936646,30.041344165802002,30.034194946289062
34,ER_700_800_0.1_8,58,56,57,54,57,59,56,57,55,57,57,30.045471906661987,30.53322196006775,30.366626977920532,30.038046836853027,30.057077884674072,30.132434844970703,30.037023067474365,30.153236150741577,30.025327920913696,30.537452936172485,30.12294101715088
35,ER_700_800_0.1_24,56,57,58,59,55,60,56,57,58,57,56,30.03311800956726,30.029941082000732,30.03204894065857,30.031517028808594,30.077463150024414,30.118860960006714,30.276931047439575,30.244765043258667,30.244483947753906,30.024492025375366,30.02829098701477
36,ER_700_800_0.1_9,58,56,58,57,58,57,59,56,57,56,58,30.02621817588806,30.30996084213257,30.336385011672974,30.025648832321167,30.050710916519165,30.187686920166016,30.27383804321289,30.300063133239746,30.027826070785522,30.234981060028076,30.400521993637085
37,ER_700_800_0.1_25,54,56,56,56,55,54,53,54,53,54,57,30.10652494430542,30.435428142547607,30.229887008666992,30.060176134109497,30.38613796234131,30.095474004745483,30.029053926467896,30.02775287628174,30.027172088623047,30.02958607673645,30.036269903182983
38,ER_700_800_0.1_0,55,55,54,55,55,57,56,57,56,56,58,30.102190017700195,30.314587116241455,30.12126922607422,30.2239990234375,30.111531019210815,30.224690914154053,30.136213064193726,30.160871982574463,30.357924938201904,30.509387016296387,30.6856529712677
39,ER_700_800_0.1_13,53,56,56,57,58,58,58,56,58,56,55,30.36574697494507,30.27732014656067,30.20864200592041,30.11465811729431,30.027870178222656,30.034616947174072,30.023465871810913,30.031728982925415,30.023437976837158,30.029628038406372,30.05668807029724
40,ER_700_800_0.1_27,54,55,54,54,55,54,55,54,55,54,54,30.036183834075928,30.006207942962646,30.016276121139526,30.0393488407135,30.069242000579834,30.029293060302734,30.041775941848755,30.02468514442444,30.013348817825317,30.010886907577515,30.02417802810669
41,ER_700_800_0.1_18,57,56,55,57,55,57,57,57,57,56,57,30.024776935577393,30.00705313682556,30.02397608757019,30.02249002456665,30.0364727973938,30.031299829483032,30.026198863983154,30.02677297592163,30.025357007980347,30.03365397453308,30.028187036514282
42,ER_700_800_0.1_2,56,55,56,57,58,56,56,58,56,55,57,30.034590005874634,30.1098051071167,30.334465980529785,30.434502840042114,30.158547163009644,30.02888798713684,30.061909914016724,30.373275995254517,30.127201080322266,30.30955195426941,30.23075008392334
43,ER_700_800_0.1_11,57,56,58,59,57,56,56,58,58,59,60,30.110273122787476,30.3178608417511,30.02503204345703,30.19780993461609,30.031386137008667,30.091591119766235,30.235270977020264,30.124318838119507,30.05584216117859,30.030330896377563,30.09702491760254
44,ER_700_800_0.1_3,57,56,54,55,57,57,57,57,56,57,56,30.139729022979736,30.203501224517822,30.215850114822388,30.37851905822754,30.034040927886963,30.06927800178528,30.20610213279724,30.247544050216675,30.027719974517822,30.056721925735474,30.449984073638916
45,ER_700_800_0.1_10,55,57,58,57,55,56,54,55,55,54,55,30.04251790046692,30.02671217918396,30.02651810646057,30.00772786140442,30.021080017089844,30.024742126464844,30.05138087272644,30.023455142974854,30.038330078125,30.027367115020752,30.02072787284851
46,ER_700_800_0.1_26,55,56,56,55,55,55,57,57,56,56,56,30.030997037887573,30.02975106239319,30.00610899925232,30.047777891159058,30.034395933151245,30.02227020263672,30.018721103668213,30.042021989822388,30.06085705757141,30.027819871902466,30.012238025665283
47,ER_700_800_0.1_19,58,55,54,59,55,58,58,57,57,59,56,30.013416051864624,30.01929998397827,30.03276300430298,30.076509952545166,30.03732204437256,30.009321212768555,30.040791988372803,30.022279024124146,30.02299404144287,30.031867027282715,30.025063037872314
48,ER_700_800_0.1_23,57,54,56,54,52,56,53,54,55,56,56,30.0224449634552,30.02979588508606,30.290257215499878,30.014257192611694,30.027019023895264,30.03032398223877,30.045984983444214,30.033709049224854,30.022223949432373,30.025872945785522,30.030912160873413
49,ER_700_800_0.1_15,55,56,56,59,56,56,57,54,56,58,59,30.057164192199707,30.070991039276123,30.0777370929718,30.030280828475952,30.035830974578857,30.051228046417236,30.015729904174805,30.023013830184937,30.063660144805908,30.024596214294434,30.026124000549316
50,ER_700_800_0.1_6,54,58,56,56,55,57,57,58,57,55,56,30.023798942565918,30.022118091583252,30.026593923568726,30.027470111846924,30.02176308631897,30.027878999710083,30.028606176376343,30.02600407600403,30.0301411151886,30.026566982269287,30.023067235946655
51,ER_700_800_0.1_14,55,54,56,58,58,57,56,57,56,57,56,30.02084994316101,30.01945400238037,30.02911400794983,30.02181911468506,30.021816968917847,30.023201942443848,30.023067951202393,30.02962017059326,30.02454113960266,30.022216081619263,30.066447973251343
52,ER_700_800_0.1_7,56,59,58,57,58,59,60,56,57,58,59,30.02156901359558,30.28346085548401,30.182327032089233,30.045971155166626,30.466876983642578,30.0257830619812,30.0214900970459,30.021045207977295,30.025357961654663,30.023061990737915,30.254101991653442
53,ER_700_800_0.1_22,56,57,57,55,55,56,54,56,55,54,53,30.044466018676758,30.037261962890625,30.215099096298218,30.03922200202942,30.062476873397827,30.099634170532227,30.03917098045349,30.435547828674316,30.18783211708069,30.085623025894165,30.108317136764526
54,ER_700_800_0.1_16,54,57,56,59,56,56,56,58,58,56,58,30.02694797515869,30.027283906936646,30.019766807556152,30.02494716644287,30.022661209106445,30.025125980377197,30.020904064178467,30.01204490661621,30.024411916732788,30.00549006462097,30.02805209159851
55,ER_700_800_0.1_29,58,56,57,55,58,57,56,57,55,57,58,30.232038021087646,30.468973875045776,30.539559841156006,30.14015007019043,30.599493980407715,30.06119203567505,30.038723945617676,30.24324917793274,30.62071394920349,30.51223397254944,30.030169010162354
56,ER_700_800_0.1_5,56,56,54,57,57,57,55,57,55,55,56,30.09842586517334,30.02362585067749,30.023627996444702,30.067665815353394,30.04633593559265,30.021584033966064,30.030128955841064,30.005440950393677,30.02220392227173,30.030282974243164,30.02385902404785
57,ER_700_800_0.1_20,54,55,54,54,56,54,54,55,56,55,54,30.016268968582153,30.026798963546753,30.021914958953857,30.03668189048767,30.023236989974976,30.023155212402344,30.02457308769226,30.035881996154785,30.023425102233887,30.056802988052368,30.03456401824951
58,ER_700_800_0.1_30,56,55,57,56,56,57,58,60,59,58,57,30.24740505218506,30.028593063354492,30.555329084396362,30.243154048919678,30.045346975326538,30.36355495452881,30.383347988128662,30.086867094039917,30.49660587310791,30.040509939193726,30.667535066604614
59,ER_700_800_0.1_31,55,56,56,56,55,56,57,56,56,55,56,30.02399492263794,30.093575954437256,30.024240970611572,30.400144815444946,30.12244701385498,30.245700120925903,30.1414577960968,30.43074893951416,30.20465397834778,30.33021092414856,30.031267881393433
60,ER_700_800_0.1_21,57,57,59,59,58,58,55,55,57,56,56,30.05406093597412,30.086445093154907,30.270046949386597,30.196727991104126,30.228176832199097,30.229753971099854,30.378103017807007,30.205899953842163,30.135256052017212,30.072652101516724,30.499715089797974
61,ER_700_800_0.1_17,55,56,55,55,54,54,54,57,56,59,56,30.1517391204834,30.10268783569336,30.035468816757202,30.029299020767212,30.00601816177368,30.024521112442017,30.030980825424194,30.023123025894165,30.033922910690308,30.036591053009033,30.028221130371094
62,ER_700_800_0.1_28,54,56,56,55,55,56,57,58,57,56,56,30.02505588531494,30.429574012756348,30.024633169174194,30.074702978134155,30.299378871917725,30.16804599761963,30.023523807525635,30.351510047912598,30.570632934570312,30.22531294822693,30.256323099136353
63,ER_700_800_0.1_4,56,56,57,58,57,58,59,58,56,56,57,30.249711990356445,30.025559186935425,30.023287773132324,30.020879983901978,30.026335954666138,30.2741219997406,30.095750093460083,30.153006076812744,30.07913899421692,30.005334854125977,30.02936601638794
64,ER_700_800_0.15_25,40,40,40,41,40,39,39,39,42,40,40,30.02991795539856,30.05853295326233,30.064857959747314,30.237087965011597,30.22274899482727,30.38382577896118,30.026094913482666,30.02787208557129,30.31721520423889,30.027983903884888,30.36196208000183
65,ER_700_800_0.15_13,42,40,42,40,41,41,41,40,41,40,41,30.030926942825317,30.032978057861328,30.02983593940735,30.029978036880493,30.101262092590332,30.133448839187622,30.026510000228882,30.560971975326538,30.03054690361023,30.225866079330444,30.036345958709717
66,ER_700_800_0.15_4,42,41,42,42,41,41,42,41,41,41,42,30.027486085891724,30.027962923049927,30.030930042266846,30.025269985198975,30.034709930419922,30.024436950683594,30.032946825027466,30.047674894332886,30.02584195137024,30.029375076293945,30.198458909988403
67,ER_700_800_0.15_12,41,40,40,40,39,40,41,43,41,40,41,30.19395899772644,30.028123140335083,30.026890993118286,30.02547597885132,30.4133939743042,30.04797101020813,30.03310990333557,30.022319793701172,30.024543046951294,30.035913944244385,30.064885139465332
68,ER_700_800_0.15_5,40,41,40,40,42,41,39,41,40,41,41,30.37422204017639,30.408484935760498,30.163872003555298,30.282005071640015,30.341526985168457,30.032490015029907,30.26139497756958,30.025600910186768,30.03372597694397,30.028995037078857,30.033015966415405
69,ER_700_800_0.15_24,41,41,40,42,42,41,41,42,42,41,43,30.048737049102783,30.04915714263916,30.202154874801636,30.078030109405518,30.031883001327515,30.12003183364868,30.279863119125366,30.02541494369507,30.033565044403076,30.030155897140503,30.237617015838623
70,ER_700_800_0.15_7,40,40,39,40,43,40,40,39,39,40,40,30.027572870254517,30.024137020111084,30.239917993545532,30.085438013076782,30.19673800468445,30.03242301940918,30.026405096054077,30.022737979888916,30.023283004760742,30.044142961502075,30.037050008773804
71,ER_700_800_0.15_10,40,40,39,40,40,40,39,40,42,41,40,30.03267788887024,30.03190302848816,30.036653995513916,30.047727823257446,30.043295860290527,30.128856897354126,30.027956008911133,30.092525005340576,30.027853965759277,30.252763032913208,30.111688137054443
72,ER_700_800_0.15_26,40,39,41,41,40,40,41,42,40,40,40,30.136719942092896,30.035274982452393,30.03478193283081,30.051802158355713,30.029865980148315,30.128660917282104,30.09345507621765,30.068017959594727,30.081230878829956,30.04667615890503,30.037259817123413
73,ER_700_800_0.15_19,40,40,41,44,41,42,42,41,40,42,40,30.042572021484375,30.1094331741333,30.08529305458069,30.013545989990234,30.199687004089355,30.151713132858276,30.059592962265015,30.056803941726685,30.10125494003296,30.171854972839355,30.123775959014893
74,ER_700_800_0.15_27,41,40,40,41,40,39,39,40,41,40,42,30.108391046524048,30.060197114944458,30.063297986984253,30.132761001586914,30.484352111816406,30.058422803878784,30.109114170074463,30.149954080581665,30.09673285484314,30.177572011947632,30.198110103607178
75,ER_700_800_0.15_18,40,42,40,42,40,41,42,42,41,42,41,30.091153144836426,30.280462980270386,30.353736877441406,30.117759943008423,30.2828049659729,30.11267399787903,30.082210063934326,30.044456005096436,30.082664012908936,30.073737859725952,30.039207935333252
76,ER_700_800_0.15_6,40,40,40,40,39,41,41,40,40,40,40,30.027130842208862,30.025665044784546,30.024363040924072,30.02837610244751,30.034498929977417,30.02485680580139,30.039171934127808,30.050293922424316,30.02524495124817,30.0193030834198,30.0449481010437
77,ER_700_800_0.15_11,41,42,41,40,44,42,41,41,42,40,44,30.031468868255615,30.024792909622192,30.02588701248169,30.34842801094055,30.340595960617065,30.22767400741577,30.337989807128906,30.20510697364807,30.10926580429077,30.060188055038452,30.024309873580933
78,ER_700_800_0.15_3,41,40,40,41,40,40,39,40,42,40,39,30.021140813827515,30.024188995361328,30.028340816497803,30.17590594291687,30.0935320854187,30.206072092056274,30.122483015060425,30.073580026626587,30.10641121864319,30.0630099773407,30.06914782524109
79,ER_700_800_0.15_14,41,40,40,40,41,40,40,41,40,42,42,30.02781891822815,30.271591186523438,30.12236499786377,30.20372700691223,30.412687063217163,30.15522289276123,30.098233938217163,30.073201894760132,30.05842113494873,30.027556896209717,30.065230131149292
80,ER_700_800_0.15_22,41,40,40,39,39,39,41,40,41,39,41,30.039193868637085,30.090657949447632,30.255581855773926,30.06292200088501,30.45734190940857,30.028900861740112,30.21658205986023,30.113574028015137,30.036656141281128,30.196901082992554,30.459635019302368
81,ER_700_800_0.15_23,41,41,40,42,40,40,40,41,41,42,42,30.379891872406006,30.415549993515015,30.027920961380005,30.265836000442505,30.116594076156616,30.30858588218689,30.081727027893066,30.142503023147583,30.244091987609863,30.10833215713501,30.035953044891357
82,ER_700_800_0.15_2,39,42,41,40,41,41,41,41,43,42,41,30.030107975006104,30.026468992233276,30.125502109527588,30.03395915031433,30.021902799606323,30.021240949630737,30.024322032928467,30.028340101242065,30.03025484085083,30.163229942321777,30.029890060424805
