,Dataset Name,"Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 450 with random sample rate of 0.2 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 2250 with random sample rate of 0.2 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 4500 with random sample rate of 0.2 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 6750 with random sample rate of 0.2 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 9000 with random sample rate of 0.2 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 11250 with random sample rate of 0.2 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 13500 with random sample rate of 0.2 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 15750 with random sample rate of 0.2 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 18000 with random sample rate of 0.2 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 20250 with random sample rate of 0.2 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 22500 with random sample rate of 0.2 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 450 with random sample rate of 0.2 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 2250 with random sample rate of 0.2 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 4500 with random sample rate of 0.2 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 6750 with random sample rate of 0.2 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 9000 with random sample rate of 0.2 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 11250 with random sample rate of 0.2 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 13500 with random sample rate of 0.2 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 15750 with random sample rate of 0.2 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 18000 with random sample rate of 0.2 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 20250 with random sample rate of 0.2 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 22500 with random sample rate of 0.2 Solution Time"
83,ER_700_800_0.15_15,41,41,39,41,40,39,40,41,40,40,40,30.182358980178833,30.1634738445282,30.38179588317871,30.308204889297485,30.158737897872925,30.21759295463562,30.142054796218872,30.089171886444092,30.07955503463745,30.180572986602783,30.346998929977417
84,ER_700_800_0.15_9,40,39,39,40,41,42,40,39,40,40,39,30.0929958820343,30.255288124084473,30.213517904281616,30.375230073928833,30.474542140960693,30.079275846481323,30.115034103393555,30.130815982818604,30.2228000164032,30.2042179107666,30.635704040527344
85,ER_700_800_0.15_21,41,40,41,42,40,40,41,41,41,41,40,30.135996103286743,30.25663709640503,30.13762879371643,30.446458101272583,30.07575297355652,30.19371795654297,30.29877805709839,30.25379705429077,30.16494607925415,30.065771102905273,30.291414976119995
86,ER_700_800_0.15_31,41,41,41,41,43,41,41,42,40,44,42,30.081352949142456,30.258739948272705,30.3425509929657,30.130486965179443,30.37406301498413,30.120795965194702,30.05262303352356,30.288169860839844,30.184207916259766,30.245042085647583,30.40976595878601
87,ER_700_800_0.15_17,40,40,42,40,40,40,41,39,42,41,40,30.268571138381958,30.395936012268066,30.101460933685303,30.125635862350464,30.16766095161438,30.140583038330078,30.14346408843994,30.077039003372192,30.2586510181427,30.444456100463867,30.70954203605652
88,ER_700_800_0.15_0,40,39,41,41,40,39,40,41,41,40,40,30.094208002090454,30.134459018707275,30.068742990493774,30.051142930984497,30.406014919281006,30.27856206893921,30.18490505218506,30.614985942840576,30.130637168884277,30.244436025619507,30.576674938201904
89,ER_700_800_0.15_28,40,40,39,40,41,42,39,39,41,41,41,30.493144989013672,30.110603094100952,30.138678789138794,30.20735502243042,30.425950050354004,30.32351279258728,30.45768404006958,30.24119210243225,30.182245016098022,30.485093116760254,30.277574062347412
90,ER_700_800_0.15_16,41,40,40,42,41,40,40,42,41,40,40,30.090923070907593,30.110795974731445,30.194216012954712,30.160659074783325,30.074684858322144,30.308387994766235,30.276623964309692,30.206682920455933,30.39800715446472,30.31674289703369,30.23303985595703
91,ER_700_800_0.15_1,42,41,39,40,41,40,40,40,40,41,41,30.137655019760132,30.41082000732422,30.21968698501587,30.33011293411255,30.54315710067749,30.570587873458862,30.38053297996521,30.449471950531006,30.73682188987732,31.31384801864624,30.31847882270813
92,ER_700_800_0.15_29,41,39,40,41,41,41,41,39,42,41,41,30.62491512298584,30.472390174865723,31.113866090774536,30.578543186187744,30.47439193725586,30.69298791885376,30.54146909713745,30.204102039337158,30.492425203323364,30.31826901435852,30.09597897529602
93,ER_700_800_0.15_8,39,39,39,40,39,40,40,39,40,41,41,30.036088943481445,30.074064016342163,30.101796865463257,30.17556595802307,30.197983980178833,30.102229118347168,30.106164932250977,30.1383798122406,30.124036073684692,30.12057089805603,30.376823902130127
94,ER_700_800_0.15_30,41,39,40,40,40,40,41,40,40,41,41,30.268249988555908,30.531704902648926,30.127369165420532,30.20824885368347,30.33797311782837,30.10858392715454,30.488900899887085,30.094330072402954,30.360723972320557,30.375534057617188,30.344141006469727
95,ER_700_800_0.15_20,40,41,41,40,40,40,41,40,40,42,41,30.117434978485107,30.27755308151245,30.313652992248535,30.162515878677368,30.262410879135132,30.255836963653564,30.690201997756958,30.262562036514282,30.320312976837158,30.18888807296753,30.46107506752014
96,ER_700_800_0.2_31,32,32,32,32,31,32,33,32,32,31,31,30.397794008255005,30.573309183120728,30.34459090232849,30.626573085784912,30.289021968841553,30.60051393508911,30.754165172576904,30.717880964279175,30.61567997932434,30.56455898284912,30.467653036117554
97,ER_700_800_0.2_21,32,31,32,33,33,33,33,32,33,32,31,30.52551293373108,30.447444915771484,30.489531993865967,30.57932996749878,30.467687129974365,30.231703996658325,30.223289966583252,30.050610065460205,30.712812900543213,30.981582164764404,30.676543951034546
98,ER_700_800_0.2_5,32,32,32,31,31,32,31,31,32,32,33,31.173537969589233,30.547955989837646,30.598592042922974,30.399933099746704,30.565690994262695,30.34467911720276,30.511281967163086,30.28863501548767,30.191629886627197,30.166743993759155,30.455084085464478
99,ER_700_800_0.2_28,30,31,31,31,32,33,30,31,32,32,32,30.57745599746704,30.55286407470703,30.53445601463318,30.294508934020996,30.919547080993652,30.371917009353638,30.365499019622803,30.324431896209717,30.18084406852722,30.63387107849121,30.439162969589233
100,ER_700_800_0.2_17,31,32,31,31,31,32,32,32,31,30,32,30.61436700820923,30.533695936203003,30.487792015075684,30.736215114593506,30.50847101211548,30.919535875320435,30.617500066757202,30.498512983322144,30.207600831985474,30.393468141555786,30.37863302230835
101,ER_700_800_0.2_29,32,32,32,33,32,32,32,31,31,32,32,30.782317876815796,31.061372995376587,30.586137056350708,30.867218017578125,30.648646116256714,30.635552883148193,30.67054009437561,30.598347902297974,30.442764043807983,30.256178855895996,30.431593894958496
102,ER_700_800_0.2_16,30,31,31,31,32,32,32,32,32,32,32,30.403890132904053,30.603589057922363,30.556212186813354,30.47978711128235,30.606355905532837,30.396618127822876,30.654747009277344,30.613587856292725,30.068817138671875,30.073692083358765,30.26771306991577
103,ER_700_800_0.2_20,32,31,32,31,31,31,32,32,31,32,32,30.075571060180664,30.034634113311768,30.131518125534058,30.045348167419434,30.082609176635742,30.048429012298584,30.270426988601685,30.029927015304565,30.026031970977783,30.202886819839478,30.036895990371704
104,ER_700_800_0.2_30,32,32,33,32,32,32,32,32,31,32,32,30.21240997314453,30.265992164611816,30.272914171218872,30.024656057357788,30.02397108078003,30.301434993743896,30.041731119155884,30.042229890823364,30.473387002944946,30.04838800430298,30.04434895515442
105,ER_700_800_0.2_4,32,32,32,31,33,32,33,33,32,33,33,30.24857187271118,30.2603600025177,30.535705089569092,30.329056978225708,30.305099964141846,30.47823190689087,30.062460899353027,30.7481791973114,30.86471700668335,30.625056982040405,30.573373079299927
106,ER_700_800_0.2_14,32,32,32,32,32,33,32,31,32,31,31,30.081818103790283,30.40445590019226,30.107846975326538,30.09147596359253,30.04336190223694,30.063253164291382,30.077651023864746,30.088812112808228,30.36384892463684,30.050981998443604,30.040013074874878
107,ER_700_800_0.2_6,32,33,32,34,33,32,32,31,33,33,32,31.295259952545166,30.412326097488403,30.478697061538696,30.477881908416748,30.679697036743164,30.778925895690918,30.079864025115967,30.454167127609253,30.344645023345947,30.497216939926147,30.262053966522217
108,ER_700_800_0.2_22,31,32,31,32,32,32,32,32,34,32,33,30.337472915649414,30.045250177383423,30.288839101791382,30.062016010284424,30.324519157409668,30.209078073501587,30.461580991744995,30.040149927139282,30.02564287185669,30.379009008407593,30.452110052108765
109,ER_700_800_0.2_7,31,33,33,34,33,32,33,32,33,33,33,30.05968689918518,30.03555989265442,30.16198992729187,30.0281720161438,30.030436992645264,30.05095601081848,30.035722970962524,30.025590896606445,30.02680802345276,30.039462089538574,30.050925970077515
110,ER_700_800_0.2_23,31,31,31,32,31,32,30,32,31,31,32,30.036985874176025,30.219444036483765,30.03702211380005,30.03033685684204,30.036113023757935,30.216487884521484,30.02652597427368,30.029354095458984,30.039570093154907,30.026031970977783,30.03002119064331
111,ER_700_800_0.2_15,32,32,32,33,32,31,32,32,32,32,33,30.101309061050415,30.219317197799683,30.631803035736084,30.03540015220642,30.442744970321655,30.02768898010254,30.385693073272705,30.767021894454956,30.39978003501892,30.04160499572754,30.03304100036621
112,ER_700_800_0.2_10,32,32,32,31,31,32,32,31,33,32,31,30.421316862106323,30.3830349445343,30.1650710105896,30.06322693824768,30.03955888748169,30.405791997909546,30.03106689453125,30.546504020690918,30.03180480003357,30.494539976119995,30.21154808998108
113,ER_700_800_0.2_19,33,32,32,33,32,32,32,31,32,32,33,30.39955186843872,30.25051498413086,30.027769088745117,30.028903007507324,30.026628017425537,30.04097890853882,30.027270078659058,30.02173614501953,30.02689790725708,30.026182889938354,30.032619953155518
114,ER_700_800_0.2_26,32,33,31,32,32,33,32,32,31,32,32,30.26366400718689,30.026493072509766,30.0266330242157,30.445338010787964,30.41251492500305,30.029651880264282,30.044392108917236,30.025031805038452,30.31373906135559,30.590808868408203,30.12824511528015
115,ER_700_800_0.2_2,31,31,32,32,32,32,33,32,32,32,31,30.123817920684814,30.047446966171265,30.073725938796997,30.025030851364136,30.025540113449097,30.52956795692444,30.035475969314575,30.040831804275513,30.03678607940674,30.041183948516846,30.04135298728943
116,ER_700_800_0.2_18,32,31,33,32,33,32,32,33,32,31,33,30.37052297592163,30.04582405090332,30.041473865509033,30.325770139694214,30.029993057250977,30.03726100921631,30.06713604927063,30.04107904434204,30.02638006210327,30.03887414932251,30.027719020843506
117,ER_700_800_0.2_27,32,33,34,32,32,32,32,33,31,33,33,30.03657603263855,30.329715967178345,30.150426149368286,30.0310640335083,30.027218103408813,30.349889993667603,30.035089015960693,30.409059047698975,30.048851013183594,30.029741048812866,30.030864000320435
118,ER_700_800_0.2_3,31,31,33,33,33,32,32,32,32,33,33,30.02314805984497,30.037020921707153,30.035408973693848,30.09052610397339,30.03409194946289,30.032854795455933,30.354344844818115,30.028003931045532,30.030717849731445,30.023485898971558,30.084825038909912
119,ER_700_800_0.2_11,31,30,32,31,31,31,30,31,31,32,31,30.188365936279297,30.036285877227783,30.04795789718628,30.022385120391846,30.02838897705078,30.174755096435547,30.191239833831787,30.34148383140564,30.064131021499634,30.068825006484985,30.02667808532715
120,ER_700_800_0.2_1,32,32,31,33,32,31,32,32,32,33,32,30.035409927368164,30.048454999923706,30.040863037109375,30.11589503288269,30.03310513496399,30.524100065231323,30.02573299407959,30.03257703781128,30.026750087738037,30.03562593460083,30.032245874404907
121,ER_700_800_0.2_25,32,32,32,31,32,31,31,31,32,32,31,30.230934143066406,30.138325929641724,30.23484706878662,30.46647810935974,30.05834197998047,30.499114990234375,30.040091037750244,30.030972957611084,30.449002981185913,30.02576518058777,30.273842811584473
122,ER_700_800_0.2_13,31,31,31,32,32,33,32,35,30,32,32,30.054123163223267,30.03701400756836,30.037452936172485,30.291035175323486,30.05394721031189,30.487168073654175,30.187923908233643,30.442075967788696,30.044450998306274,30.04550004005432,30.060837030410767
123,ER_700_800_0.2_8,32,31,30,31,32,32,32,32,32,33,32,30.033623933792114,30.04756808280945,30.037117958068848,30.02662491798401,30.028146982192993,30.042225122451782,30.035234928131104,30.034772157669067,30.3332040309906,30.030399084091187,30.053332090377808
124,ER_700_800_0.2_12,32,31,33,32,32,33,31,31,33,34,31,30.272228002548218,30.311544179916382,30.418548107147217,30.244471073150635,30.34954810142517,30.56513500213623,30.02435612678528,30.684870958328247,30.081748008728027,30.314867973327637,30.134615182876587
125,ER_700_800_0.2_9,31,31,32,32,33,31,31,33,32,31,32,30.208203077316284,30.217233896255493,30.351444005966187,30.15859603881836,30.020217180252075,30.351783990859985,30.381152868270874,30.305946111679077,30.405838012695312,30.42131805419922,30.351387977600098
126,ER_700_800_0.2_0,31,31,32,32,32,32,31,32,31,31,31,30.480950117111206,30.204834938049316,30.51891803741455,30.387104034423828,30.313199043273926,30.340885877609253,30.560728788375854,30.408572912216187,30.54816699028015,30.207551956176758,30.329697132110596
127,ER_700_800_0.2_24,31,32,32,32,31,33,32,32,31,32,32,30.39107608795166,30.03515601158142,30.026747941970825,30.027761936187744,30.04263687133789,30.026262044906616,30.14767599105835,30.352377891540527,30.19151020050049,30.037292003631592,30.03108286857605
