,Dataset Name,"Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.1 Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three with random sample rate of 0.1 Solution Time"
73,ER_700_800_0.15_19,42,30.034542083740234
74,ER_700_800_0.15_27,43,30.019054174423218
75,ER_700_800_0.15_18,41,30.020293951034546
76,ER_700_800_0.15_6,41,30.022361993789673
77,ER_700_800_0.15_11,42,30.011150121688843
78,ER_700_800_0.15_3,41,30.02551007270813
79,ER_700_800_0.15_14,41,30.02192187309265
80,ER_700_800_0.15_22,39,30.011266946792603
81,ER_700_800_0.15_23,42,30.028718948364258
82,ER_700_800_0.15_2,40,30.010951042175293
83,ER_700_800_0.15_15,41,30.134396076202393
84,ER_700_800_0.15_9,40,30.035084009170532
85,ER_700_800_0.15_21,40,30.022770881652832
86,ER_700_800_0.15_31,41,30.021393060684204
87,ER_700_800_0.15_17,40,30.021915912628174
88,ER_700_800_0.15_0,40,30.02232599258423
89,ER_700_800_0.15_28,40,30.03620409965515
90,ER_700_800_0.15_16,41,30.019829988479614
91,ER_700_800_0.15_1,40,30.023416996002197
92,ER_700_800_0.15_29,39,30.023250102996826
93,ER_700_800_0.15_8,41,30.021764039993286
94,ER_700_800_0.15_30,41,30.024706840515137
95,ER_700_800_0.15_20,41,30.020886182785034
96,ER_700_800_0.2_31,33,30.024840116500854
97,ER_700_800_0.2_21,33,30.02967596054077
98,ER_700_800_0.2_5,32,30.009862899780273
99,ER_700_800_0.2_28,32,30.02321219444275
100,ER_700_800_0.2_17,31,30.00851583480835
101,ER_700_800_0.2_29,32,30.02084708213806
102,ER_700_800_0.2_16,32,30.06468391418457
103,ER_700_800_0.2_20,31,30.00826096534729
104,ER_700_800_0.2_30,32,30.016721963882446
105,ER_700_800_0.2_4,32,30.023519039154053
106,ER_700_800_0.2_14,32,30.027431964874268
107,ER_700_800_0.2_6,33,30.015336990356445
108,ER_700_800_0.2_22,32,30.008906841278076
109,ER_700_800_0.2_7,33,30.023596048355103
110,ER_700_800_0.2_23,32,30.024779081344604
111,ER_700_800_0.2_15,33,30.018502950668335
112,ER_700_800_0.2_10,32,30.01845121383667
113,ER_700_800_0.2_19,32,30.010761976242065
114,ER_700_800_0.2_26,30,30.013715982437134
115,ER_700_800_0.2_2,32,30.024865865707397
116,ER_700_800_0.2_18,31,30.022669076919556
117,ER_700_800_0.2_27,32,30.01934504508972
118,ER_700_800_0.2_3,32,30.011246919631958
119,ER_700_800_0.2_11,30,30.02306294441223
120,ER_700_800_0.2_1,32,30.01051902770996
121,ER_700_800_0.2_25,32,30.027729988098145
122,ER_700_800_0.2_13,32,30.019076108932495
123,ER_700_800_0.2_8,33,30.040074110031128
124,ER_700_800_0.2_12,31,30.025372982025146
125,ER_700_800_0.2_9,32,30.023470878601074
126,ER_700_800_0.2_0,31,30.01622486114502
127,ER_700_800_0.2_24,31,30.01211714744568
