,Dataset Name,"Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three Solution Size","Gurobi_warm_rand batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three Solution Time"
62,ER_700_800_0.1_28,54,30.01713991165161
63,ER_700_800_0.1_4,58,30.02442193031311
64,ER_700_800_0.15_25,40,30.027082920074463
65,ER_700_800_0.15_13,39,30.023714065551758
66,ER_700_800_0.15_4,40,30.028515100479126
67,ER_700_800_0.15_12,41,30.028496026992798
68,ER_700_800_0.15_5,40,30.02670907974243
69,ER_700_800_0.15_24,39,30.021034002304077
70,ER_700_800_0.15_7,40,30.0255069732666
71,ER_700_800_0.15_10,41,30.024574995040894
72,ER_700_800_0.15_26,40,30.031201124191284
73,ER_700_800_0.15_19,40,30.028650999069214
74,ER_700_800_0.15_27,41,30.025426864624023
75,ER_700_800_0.15_18,41,30.55052614212036
76,ER_700_800_0.15_6,41,30.02861499786377
77,ER_700_800_0.15_11,42,30.560926914215088
78,ER_700_800_0.15_3,40,30.028507947921753
79,ER_700_800_0.15_14,41,30.026839017868042
80,ER_700_800_0.15_22,39,30.022740840911865
81,ER_700_800_0.15_23,42,30.02548313140869
82,ER_700_800_0.15_2,39,30.026748180389404
83,ER_700_800_0.15_15,39,30.026527166366577
84,ER_700_800_0.15_9,40,30.031700134277344
85,ER_700_800_0.15_21,41,30.025766134262085
86,ER_700_800_0.15_31,40,30.219984769821167
87,ER_700_800_0.15_17,40,30.024049997329712
88,ER_700_800_0.15_0,41,30.027250051498413
89,ER_700_800_0.15_28,40,30.0283100605011
90,ER_700_800_0.15_16,39,30.027798175811768
91,ER_700_800_0.15_1,38,30.028396129608154
92,ER_700_800_0.15_29,40,30.02749490737915
93,ER_700_800_0.15_8,40,30.02137804031372
94,ER_700_800_0.15_30,40,30.368155002593994
95,ER_700_800_0.15_20,42,30.02660083770752
96,ER_700_800_0.2_31,31,30.02773380279541
97,ER_700_800_0.2_21,31,30.341625928878784
98,ER_700_800_0.2_5,31,30.31982111930847
99,ER_700_800_0.2_28,32,30.175340175628662
100,ER_700_800_0.2_17,31,30.648591995239258
101,ER_700_800_0.2_29,30,30.02469491958618
102,ER_700_800_0.2_16,31,30.293874979019165
103,ER_700_800_0.2_20,33,30.031017065048218
104,ER_700_800_0.2_30,31,32.29783391952515
105,ER_700_800_0.2_4,32,30.410429000854492
106,ER_700_800_0.2_14,33,31.078840017318726
107,ER_700_800_0.2_6,31,30.560751914978027
108,ER_700_800_0.2_22,32,30.395368099212646
109,ER_700_800_0.2_7,32,30.027371883392334
110,ER_700_800_0.2_23,32,30.028052806854248
111,ER_700_800_0.2_15,33,30.24124503135681
112,ER_700_800_0.2_10,32,30.24906611442566
113,ER_700_800_0.2_19,30,30.581602096557617
114,ER_700_800_0.2_26,30,30.358083963394165
115,ER_700_800_0.2_2,32,30.02985119819641
116,ER_700_800_0.2_18,33,30.031118869781494
117,ER_700_800_0.2_27,30,30.581244945526123
118,ER_700_800_0.2_3,30,30.019246101379395
119,ER_700_800_0.2_11,31,30.023420095443726
120,ER_700_800_0.2_1,31,30.493824005126953
121,ER_700_800_0.2_25,31,30.195164918899536
122,ER_700_800_0.2_13,30,30.611436128616333
123,ER_700_800_0.2_8,31,30.032267093658447
124,ER_700_800_0.2_12,30,30.807886123657227
125,ER_700_800_0.2_9,30,30.032068967819214
126,ER_700_800_0.2_0,30,30.395814895629883
127,ER_700_800_0.2_24,31,30.144304990768433
